N,K,P,Zn,Mg,S,pH,Rainfall,Temperature,Humidity,Crop_Subcategory
2.7,2.5,1.6,0.2,1.0,0.6,7.1,731.3,26.2,72.9,Coconut_Dwarf
2.7,3.3,2.2,0.5,1.2,0.6,6.8,712.3,23.3,70.0,Coconut_Dwarf
2.6,2.6,1.8,0.4,1.4,0.4,6.7,766.6,26.2,67.4,Coconut_Dwarf
3.0,2.6,2.1,0.2,1.3,0.6,6.7,735.7,29.2,70.6,Coconut_Dwarf
3.1,2.8,1.5,0.3,1.3,0.6,6.5,615.6,27.8,71.9,Coconut_Dwarf
2.7,3.1,1.5,0.3,1.3,0.7,6.8,664.4,29.4,74.0,Coconut_Dwarf
2.6,3.4,2.2,0.2,1.6,0.4,6.2,705.5,26.0,70.2,Coconut_Dwarf
2.8,2.6,2.2,0.5,1.3,0.6,6.8,614.1,26.6,77.8,Coconut_Dwarf
2.9,2.5,1.9,0.3,1.2,0.4,6.9,609.0,25.2,66.7,Coconut_Dwarf
3.2,2.9,1.6,0.5,1.0,0.7,6.5,815.5,29.7,74.1,Coconut_Dwarf
3.0,2.9,1.6,0.5,1.3,0.7,6.8,750.8,24.2,68.0,Coconut_Dwarf
3.2,3.2,2.0,0.5,1.4,0.6,6.9,787.7,25.9,70.9,Coconut_Dwarf
2.6,3.4,2.1,0.5,1.5,0.6,6.5,726.9,25.9,67.6,Coconut_Dwarf
2.5,3.0,2.0,0.6,1.0,0.6,6.4,650.6,29.1,75.7,Coconut_Dwarf
2.7,2.6,2.4,0.4,1.4,0.7,6.6,779.4,23.6,72.3,Coconut_Dwarf
2.6,3.2,1.8,0.4,1.1,0.3,6.3,831.2,24.4,72.1,Coconut_Dwarf
2.9,3.0,1.8,0.6,1.4,0.7,6.6,625.3,28.9,68.9,Coconut_Dwarf
3.2,3.0,1.9,0.5,1.4,0.6,6.4,679.7,29.0,65.6,Coconut_Dwarf
2.7,2.9,2.3,0.3,1.3,0.8,6.3,811.5,28.4,74.1,Coconut_Dwarf
2.9,2.6,1.5,0.3,1.2,0.7,6.6,769.4,26.6,68.6,Coconut_Dwarf
2.8,3.2,1.6,0.4,1.4,0.3,7.2,763.7,25.5,76.3,Coconut_Dwarf
3.0,2.7,1.7,0.5,1.0,0.7,7.1,631.5,26.7,74.0,Coconut_Dwarf
2.9,3.3,2.2,0.5,1.4,0.7,6.2,649.3,24.3,65.0,Coconut_Dwarf
3.1,3.5,2.0,0.6,1.4,0.7,6.7,826.3,23.2,79.7,Coconut_Dwarf
2.9,3.1,2.1,0.4,1.2,0.7,6.6,681.8,29.8,69.3,Coconut_Dwarf
2.5,3.2,2.5,0.3,1.2,0.7,6.5,725.6,28.1,78.2,Coconut_Dwarf
3.1,2.6,2.3,0.5,1.4,0.6,6.5,835.4,25.8,65.7,Coconut_Dwarf
2.8,2.6,1.9,0.6,1.2,0.4,7.2,826.6,26.7,66.0,Coconut_Dwarf
2.5,2.7,2.0,0.5,1.4,0.6,6.6,632.4,28.5,75.6,Coconut_Dwarf
2.9,2.6,1.5,0.5,1.1,0.6,7.1,708.4,30.0,65.8,Coconut_Dwarf
2.7,2.9,1.5,0.5,1.5,0.4,7.1,692.6,24.5,71.5,Coconut_Dwarf
2.7,3.1,2.4,0.5,1.3,0.6,6.3,844.5,29.0,71.9,Coconut_Dwarf
2.7,2.7,2.0,0.4,1.0,0.3,6.4,647.6,24.4,65.7,Coconut_Dwarf
2.8,3.0,1.7,0.2,1.1,0.4,6.6,727.9,25.5,77.2,Coconut_Dwarf
2.8,3.0,1.5,0.4,1.1,0.5,6.7,694.3,27.6,78.5,Coconut_Dwarf
2.9,3.2,2.3,0.4,1.3,0.3,7.1,817.5,25.4,75.0,Coconut_Dwarf
2.5,2.8,2.3,0.3,1.2,0.3,7.2,823.5,26.7,68.8,Coconut_Dwarf
3.2,2.7,2.1,0.3,1.2,0.4,6.7,609.3,26.0,70.2,Coconut_Dwarf
3.0,3.1,1.7,0.6,1.3,0.4,6.5,618.3,28.6,65.8,Coconut_Dwarf
3.1,3.2,1.6,0.4,1.4,0.8,6.7,749.2,29.2,79.8,Coconut_Dwarf
2.9,3.3,2.3,0.6,1.2,0.6,6.7,837.1,24.9,79.4,Coconut_Dwarf
3.0,3.0,2.2,0.3,1.1,0.6,6.7,619.1,28.5,72.6,Coconut_Dwarf
2.8,3.3,1.8,0.2,1.1,0.5,7.1,798.8,23.0,68.1,Coconut_Dwarf
3.2,3.2,2.2,0.5,1.4,0.4,6.4,696.0,23.1,65.4,Coconut_Dwarf
2.7,3.4,1.7,0.4,1.1,0.5,6.4,718.1,30.0,66.1,Coconut_Dwarf
2.6,3.4,2.4,0.4,1.2,0.4,7.0,796.1,26.3,79.2,Coconut_Dwarf
2.6,3.4,1.9,0.3,1.0,0.8,6.3,604.6,26.8,79.9,Coconut_Dwarf
3.0,3.4,1.9,0.5,1.5,0.5,6.5,616.6,23.0,79.5,Coconut_Dwarf
3.2,3.1,1.5,0.6,1.5,0.6,6.5,747.2,24.2,68.0,Coconut_Dwarf
2.7,3.1,1.8,0.5,1.1,0.5,6.5,692.4,25.7,77.2,Coconut_Dwarf
3.0,2.8,1.9,0.5,1.1,0.7,6.3,768.9,27.1,79.2,Coconut_Dwarf
3.1,3.1,2.3,0.3,1.1,0.5,6.8,831.1,24.8,66.9,Coconut_Dwarf
2.9,3.0,2.2,0.3,1.3,0.7,6.3,841.9,28.8,72.8,Coconut_Dwarf
2.9,2.9,1.6,0.3,1.5,0.6,7.1,769.8,27.0,66.7,Coconut_Dwarf
2.8,3.0,2.2,0.6,1.4,0.7,6.5,770.7,27.0,76.0,Coconut_Dwarf
2.6,3.1,2.3,0.3,1.1,0.5,6.4,834.1,25.9,66.0,Coconut_Dwarf
2.8,3.2,1.6,0.3,1.3,0.4,7.0,646.3,28.4,71.3,Coconut_Dwarf
2.6,2.7,1.6,0.6,1.1,0.7,6.7,839.8,25.7,79.6,Coconut_Dwarf
2.7,2.9,2.1,0.3,1.5,0.8,7.2,667.5,24.1,66.4,Coconut_Dwarf
2.7,3.4,2.4,0.3,1.1,0.5,6.2,740.5,27.1,74.7,Coconut_Dwarf
2.5,2.8,2.3,0.3,1.5,0.4,7.1,631.4,24.6,78.4,Coconut_Dwarf
2.6,3.0,1.8,0.4,1.0,0.7,6.7,673.6,28.5,78.5,Coconut_Dwarf
2.9,3.3,2.1,0.2,1.1,0.4,6.5,623.7,26.2,66.8,Coconut_Dwarf
3.0,3.2,1.7,0.3,1.1,0.6,6.2,746.1,27.1,77.0,Coconut_Hybrid
2.8,3.2,1.8,0.3,1.1,0.7,6.7,764.9,27.6,77.0,Coconut_Hybrid
3.0,3.0,1.6,0.5,1.1,0.4,6.9,735.9,23.8,65.2,Coconut_Hybrid
2.8,3.5,2.3,0.3,1.2,0.8,6.6,759.4,29.0,67.0,Coconut_Hybrid
2.6,2.6,2.0,0.2,1.3,0.8,6.7,815.8,23.6,70.4,Coconut_Hybrid
2.7,2.6,2.5,0.3,1.1,0.3,6.2,789.5,28.3,77.3,Coconut_Hybrid
2.8,3.1,1.7,0.3,1.5,0.3,6.4,766.3,25.9,77.8,Coconut_Hybrid
3.2,2.6,2.4,0.3,1.2,0.4,6.4,691.8,27.3,74.0,Coconut_Hybrid
3.1,3.5,1.7,0.3,1.3,0.4,6.7,832.0,28.3,76.4,Coconut_Hybrid
3.0,2.7,2.3,0.3,1.1,0.3,6.3,772.8,28.7,75.0,Coconut_Hybrid
2.6,3.4,1.7,0.4,1.3,0.7,6.5,761.9,23.3,66.1,Coconut_Hybrid
2.7,2.6,1.7,0.5,1.2,0.5,6.9,606.7,23.3,78.9,Coconut_Hybrid
2.8,3.4,2.5,0.6,1.5,0.3,7.1,723.7,24.8,72.4,Coconut_Hybrid
2.6,3.0,1.6,0.5,1.4,0.8,6.2,750.2,26.1,69.2,Coconut_Hybrid
2.9,2.5,1.9,0.4,1.1,0.5,7.0,691.3,26.1,71.0,Coconut_Hybrid
2.6,3.2,1.6,0.2,1.5,0.6,6.8,801.5,25.6,77.1,Coconut_Hybrid
3.2,3.2,2.1,0.3,1.2,0.3,6.3,782.7,25.7,79.6,Coconut_Hybrid
3.0,3.3,1.9,0.2,1.2,0.8,6.5,645.4,23.2,70.9,Coconut_Hybrid
2.6,3.5,2.1,0.4,1.1,0.7,6.7,757.2,27.4,68.7,Coconut_Hybrid
2.6,2.7,2.3,0.3,1.5,0.4,6.8,722.6,28.4,75.2,Coconut_Hybrid
3.0,2.7,1.8,0.4,1.0,0.6,6.3,644.0,24.3,65.4,Coconut_Hybrid
3.0,3.5,2.0,0.3,1.3,0.4,6.8,601.0,27.7,71.6,Coconut_Hybrid
2.5,2.7,1.9,0.5,1.0,0.4,6.2,833.4,23.2,73.6,Coconut_Hybrid
2.7,3.0,2.1,0.4,1.0,0.7,7.0,747.3,23.2,66.7,Coconut_Hybrid
2.9,3.2,2.4,0.5,1.3,0.7,6.6,683.0,26.7,69.8,Coconut_Hybrid
2.8,2.7,1.7,0.4,1.2,0.4,6.5,727.1,25.0,76.0,Coconut_Hybrid
2.8,2.8,2.1,0.5,1.2,0.3,6.4,805.6,25.4,72.4,Coconut_Hybrid
3.0,3.2,1.8,0.4,1.4,0.5,6.8,777.6,29.5,69.3,Coconut_Hybrid
3.2,3.3,1.7,0.6,1.2,0.8,7.1,658.4,23.9,67.0,Coconut_Hybrid
2.9,3.1,2.1,0.4,1.6,0.6,6.3,773.5,27.5,70.8,Coconut_Hybrid
2.7,2.6,1.6,0.3,1.1,0.6,6.5,808.4,24.8,72.5,Coconut_Hybrid
2.6,2.9,2.5,0.4,1.3,0.7,6.6,801.7,28.9,73.4,Coconut_Hybrid
3.0,2.7,1.9,0.5,1.3,0.4,6.5,803.4,25.9,75.3,Coconut_Hybrid
2.5,3.2,2.2,0.2,1.3,0.4,6.9,703.8,24.2,77.1,Coconut_Hybrid
3.1,3.0,1.9,0.3,1.5,0.4,6.8,601.9,25.9,66.9,Coconut_Hybrid
2.5,2.7,1.6,0.5,1.2,0.7,6.9,613.6,26.4,72.2,Coconut_Hybrid
2.7,2.9,2.2,0.4,1.4,0.8,6.9,698.8,25.2,73.4,Coconut_Hybrid
2.9,2.7,1.9,0.2,1.6,0.8,7.1,615.0,23.7,76.7,Coconut_Hybrid
3.0,3.5,1.7,0.5,1.4,0.8,7.0,819.5,23.5,78.4,Coconut_Hybrid
2.7,3.1,2.3,0.5,1.1,0.6,6.5,652.6,27.7,79.4,Coconut_Hybrid
3.0,2.9,2.4,0.2,1.0,0.3,7.2,749.7,23.2,76.3,Coconut_Hybrid
2.8,3.2,1.6,0.5,1.1,0.8,6.2,835.7,28.6,79.6,Coconut_Hybrid
3.1,3.4,2.0,0.3,1.6,0.3,6.4,691.8,28.0,72.4,Coconut_Hybrid
2.8,2.6,2.0,0.4,1.1,0.4,7.0,809.9,26.6,70.2,Coconut_Hybrid
2.9,3.3,2.2,0.4,1.3,0.7,7.1,652.8,24.0,65.1,Coconut_Hybrid
2.9,3.4,1.6,0.5,1.2,0.4,6.3,622.1,27.8,72.2,Coconut_Hybrid
3.1,3.1,1.9,0.5,1.0,0.6,6.5,628.7,25.9,75.9,Coconut_Hybrid
2.9,2.7,2.3,0.5,1.5,0.5,6.2,842.0,25.4,74.3,Coconut_Hybrid
2.5,3.2,1.9,0.5,1.6,0.3,7.0,826.9,26.7,71.1,Coconut_Hybrid
3.1,2.8,2.2,0.6,1.1,0.8,6.8,781.2,27.4,74.1,Coconut_Hybrid
2.8,2.8,2.3,0.6,1.4,0.5,6.2,748.4,29.4,70.2,Coconut_Hybrid
3.0,2.8,2.0,0.4,1.2,0.5,6.4,720.6,28.7,76.1,Coconut_Hybrid
2.9,2.8,1.8,0.3,1.1,0.6,6.8,614.9,29.8,65.5,Coconut_Hybrid
3.1,3.1,2.5,0.5,1.3,0.5,7.2,786.1,26.2,68.1,Coconut_Hybrid
3.1,2.8,2.2,0.3,1.4,0.4,6.2,609.4,26.5,68.0,Coconut_Hybrid
3.0,2.8,1.9,0.6,1.3,0.5,6.6,830.5,26.1,78.6,Coconut_Hybrid
3.1,2.7,1.7,0.5,1.6,0.6,6.2,710.5,25.6,67.8,Coconut_Hybrid
3.0,2.5,2.0,0.5,1.4,0.4,6.6,711.2,23.3,67.0,Coconut_Hybrid
2.8,3.2,2.2,0.4,1.2,0.6,6.9,656.7,23.4,73.9,Coconut_Hybrid
2.5,2.5,2.4,0.3,1.4,0.6,7.0,681.3,27.7,75.2,Coconut_Hybrid
2.7,3.2,2.2,0.3,1.5,0.3,6.8,700.6,29.9,67.3,Coconut_Hybrid
2.6,3.5,1.9,0.5,1.3,0.8,6.9,629.6,27.5,66.2,Coconut_Hybrid
2.9,2.6,1.8,0.4,1.4,0.4,7.2,732.2,29.3,71.9,Coconut_Hybrid
3.2,2.8,1.7,0.4,1.4,0.5,6.3,644.7,25.2,70.1,Coconut_Hybrid
2.6,2.6,2.3,0.5,1.4,0.7,6.9,805.9,25.5,78.7,Coconut_Hybrid
2.9,2.6,2.1,0.6,1.5,0.5,6.7,690.8,23.6,69.8,Coconut_Hybrid
3.0,2.9,2.4,0.3,1.1,0.7,6.3,616.3,27.1,79.3,Coconut_Hybrid
3.2,3.3,1.7,0.2,1.6,0.7,7.2,694.5,25.5,65.6,Coconut_Hybrid
2.6,2.6,1.9,0.4,1.5,0.4,7.0,729.8,29.2,80.0,Coconut_Hybrid
3.1,2.7,1.6,0.4,1.5,0.5,7.0,783.8,29.4,71.7,Coconut_Hybrid
2.6,2.8,2.0,0.4,1.5,0.6,6.5,675.2,26.1,65.9,Coconut_Hybrid
3.1,3.0,2.2,0.5,1.4,0.7,6.3,711.6,25.8,75.2,Coconut_Hybrid
3.0,2.7,2.2,0.4,1.1,0.5,6.9,647.1,24.0,68.0,Coconut_Hybrid
2.9,3.1,2.1,0.2,1.3,0.6,6.8,639.3,27.3,68.8,Coconut_Hybrid
2.7,3.3,2.1,0.3,1.5,0.6,6.3,804.9,25.2,71.2,Coconut_Hybrid
3.2,2.6,2.2,0.4,1.4,0.5,6.7,682.2,24.1,76.2,Coconut_Hybrid
2.8,3.2,1.9,0.6,1.2,0.6,6.3,716.6,24.9,68.9,Coconut_Hybrid
3.0,2.8,1.6,0.4,1.1,0.7,7.0,829.7,27.6,70.9,Coconut_Hybrid
2.6,3.2,1.9,0.5,1.2,0.3,6.8,687.2,26.2,77.6,Coconut_Hybrid
3.1,2.6,2.3,0.6,1.2,0.4,6.5,738.3,25.2,69.1,Coconut_Hybrid
3.2,2.7,1.9,0.5,1.1,0.7,6.3,736.9,26.8,75.7,Coconut_Hybrid
3.2,3.2,2.3,0.6,1.4,0.4,6.9,665.5,29.2,69.2,Coconut_Hybrid
3.1,3.1,1.7,0.6,1.2,0.6,6.9,754.2,28.3,76.9,Coconut_Hybrid
2.9,3.4,1.8,0.4,1.3,0.4,6.9,671.0,23.4,74.7,Coconut_Hybrid
3.1,3.1,2.4,0.2,1.3,0.4,6.5,648.8,25.2,75.5,Coconut_Hybrid
2.7,2.5,2.0,0.4,1.5,0.4,6.6,824.9,27.2,77.2,Coconut_Hybrid
2.9,3.2,2.4,0.5,1.4,0.6,6.7,779.1,29.6,65.7,Coconut_Hybrid
2.7,3.3,2.3,0.4,1.2,0.4,7.2,661.5,26.5,73.5,Coconut_Hybrid
3.0,2.8,1.7,0.4,1.4,0.6,6.3,672.5,29.2,69.0,Coconut_Hybrid
2.7,2.6,2.5,0.6,1.1,0.7,7.1,648.6,26.9,71.7,Coconut_Hybrid
2.9,2.8,2.2,0.3,1.4,0.4,7.0,665.9,26.6,67.5,Coconut_Hybrid
2.7,3.2,1.8,0.3,1.4,0.5,6.7,678.0,26.7,72.5,Coconut_Hybrid
3.2,3.3,2.5,0.6,1.5,0.8,6.4,725.7,26.2,77.3,Coconut_Hybrid
3.1,2.6,1.9,0.5,1.2,0.8,6.8,714.8,24.8,66.7,Coconut_Hybrid
2.8,2.8,2.1,0.4,1.5,0.6,6.9,838.0,24.4,72.1,Coconut_Hybrid
2.7,3.3,2.3,0.3,1.6,0.6,6.2,849.0,28.1,65.5,Coconut_Hybrid
3.0,2.7,1.6,0.4,1.3,0.4,6.7,840.3,29.1,78.4,Coconut_Hybrid
2.5,3.5,2.0,0.2,1.3,0.4,6.6,661.9,27.3,71.0,Coconut_Hybrid
2.8,2.8,2.4,0.5,1.2,0.4,7.1,808.3,23.5,66.3,Coconut_Hybrid
3.1,3.4,1.5,0.2,1.5,0.6,6.8,783.3,23.3,76.5,Coconut_Hybrid
3.1,2.8,1.6,0.3,1.4,0.5,6.6,825.9,25.2,70.7,Mangoes_Alphonso
2.9,2.8,2.4,0.2,1.2,0.6,6.8,660.7,27.6,65.1,Mangoes_Alphonso
2.8,3.4,1.8,0.3,1.3,0.5,7.1,700.7,28.5,74.4,Mangoes_Alphonso
2.7,3.1,2.2,0.4,1.5,0.8,6.6,739.7,28.7,65.6,Mangoes_Alphonso
2.9,3.4,2.3,0.5,1.5,0.7,6.4,676.3,28.3,68.1,Mangoes_Alphonso
2.7,3.2,1.9,0.6,1.2,0.7,6.9,743.8,26.1,73.6,Mangoes_Alphonso
2.5,2.8,1.9,0.5,1.1,0.7,6.4,799.6,26.1,75.8,Mangoes_Alphonso
3.1,3.4,1.8,0.3,1.5,0.4,6.5,664.2,27.7,78.0,Mangoes_Alphonso
2.6,3.0,2.2,0.3,1.2,0.4,6.4,713.2,24.6,74.3,Mangoes_Alphonso
3.0,3.5,2.1,0.5,1.4,0.3,6.6,795.5,25.7,73.1,Mangoes_Alphonso
3.0,2.7,2.3,0.4,1.4,0.6,7.2,776.0,26.4,72.3,Mangoes_Alphonso
2.6,3.0,2.4,0.6,1.4,0.4,6.6,659.5,23.2,78.2,Mangoes_Alphonso
2.8,2.8,1.6,0.4,1.4,0.4,6.4,617.1,27.2,71.7,Mangoes_Alphonso
2.6,3.0,1.8,0.3,1.2,0.6,7.1,620.1,23.7,78.8,Mangoes_Alphonso
3.1,3.0,2.1,0.5,1.0,0.7,6.6,752.6,29.7,70.9,Mangoes_Alphonso
2.9,3.3,2.3,0.5,1.4,0.7,6.4,785.2,27.4,68.4,Mangoes_Alphonso
3.2,2.9,1.9,0.2,1.4,0.6,6.7,643.4,29.9,72.2,Mangoes_Alphonso
2.6,3.2,2.1,0.2,1.1,0.4,6.9,658.3,25.4,67.4,Mangoes_Alphonso
2.7,2.9,1.7,0.4,1.6,0.6,6.5,627.8,26.8,71.7,Mangoes_Alphonso
3.0,2.7,2.3,0.5,1.1,0.7,6.6,628.5,24.2,78.1,Mangoes_Alphonso
3.1,2.7,2.2,0.6,1.2,0.4,7.0,665.5,23.8,74.4,Mangoes_Alphonso
3.1,3.2,1.7,0.4,1.4,0.6,6.8,612.5,24.0,71.2,Mangoes_Alphonso
3.0,3.3,2.3,0.6,1.1,0.6,6.6,628.1,24.7,79.3,Mangoes_Alphonso
2.8,2.6,2.4,0.2,1.4,0.4,6.8,849.0,28.9,76.1,Mangoes_Alphonso
2.8,2.6,2.1,0.3,1.0,0.4,6.4,678.5,24.0,68.7,Mangoes_Alphonso
2.7,2.9,2.0,0.5,1.1,0.7,6.4,668.0,23.9,79.2,Mangoes_Alphonso
2.8,2.8,2.4,0.3,1.1,0.5,7.2,720.7,24.3,73.2,Mangoes_Alphonso
2.9,2.8,2.3,0.4,1.5,0.4,6.6,844.3,25.7,77.9,Mangoes_Alphonso
3.1,3.3,2.3,0.3,1.4,0.7,6.2,647.4,27.2,68.8,Mangoes_Alphonso
3.1,3.0,1.8,0.5,1.5,0.6,6.7,672.0,24.5,69.1,Mangoes_Alphonso
2.8,2.6,1.9,0.2,1.0,0.6,6.9,662.7,25.0,74.9,Mangoes_Alphonso
3.1,2.7,1.9,0.5,1.5,0.3,6.8,636.1,28.3,70.0,Mangoes_Alphonso
3.1,3.4,2.4,0.4,1.5,0.4,6.9,665.0,29.6,77.2,Mangoes_Alphonso
2.8,3.0,1.6,0.3,1.5,0.6,6.2,797.0,23.6,71.0,Mangoes_Alphonso
2.8,2.6,1.8,0.3,1.1,0.3,6.4,792.8,24.3,71.2,Mangoes_Alphonso
2.8,3.5,1.7,0.6,1.2,0.7,6.9,631.7,26.6,68.3,Mangoes_Alphonso
3.0,2.5,2.3,0.2,1.5,0.5,6.9,821.7,26.8,78.8,Mangoes_Alphonso
2.7,2.6,1.6,0.3,1.2,0.8,7.0,821.9,29.3,73.8,Mangoes_Alphonso
2.9,2.7,2.2,0.2,1.2,0.7,6.8,667.2,27.6,70.0,Mangoes_Alphonso
2.6,3.2,2.5,0.3,1.0,0.7,7.2,675.6,28.1,66.0,Mangoes_Alphonso
2.9,3.5,2.1,0.3,1.1,0.7,6.5,695.4,26.1,76.9,Mangoes_Alphonso
3.1,2.6,2.3,0.5,1.4,0.7,6.4,687.2,27.0,68.5,Mangoes_Alphonso
2.6,2.8,1.8,0.6,1.2,0.5,6.4,609.6,25.1,76.3,Mangoes_Alphonso
2.6,2.9,1.8,0.2,1.6,0.3,7.1,647.3,24.5,68.4,Mangoes_Alphonso
2.6,3.5,2.4,0.3,1.3,0.8,6.7,766.3,29.5,77.2,Mangoes_Alphonso
2.9,2.9,1.5,0.5,1.0,0.5,6.8,600.6,23.9,76.0,Mangoes_Alphonso
2.6,2.8,1.5,0.3,1.5,0.7,7.2,734.3,26.7,67.9,Mangoes_Alphonso
2.7,2.7,1.9,0.6,1.4,0.7,6.7,841.5,23.5,72.5,Mangoes_Alphonso
2.6,2.8,2.0,0.6,1.1,0.4,6.5,732.2,27.0,73.2,Mangoes_Alphonso
3.2,3.2,2.5,0.3,1.2,0.8,7.0,642.1,26.9,66.0,Mangoes_Alphonso
3.0,3.1,2.4,0.4,1.4,0.6,6.5,734.5,29.5,68.7,Mangoes_Alphonso
3.0,2.7,1.6,0.5,1.5,0.4,6.4,715.8,26.1,67.4,Mangoes_Alphonso
3.1,3.0,1.6,0.6,1.4,0.5,6.3,600.5,26.4,78.3,Mangoes_Alphonso
2.9,2.9,2.5,0.5,1.0,0.4,7.2,744.4,24.1,66.7,Mangoes_Alphonso
2.7,3.0,1.8,0.5,1.0,0.6,6.6,687.5,26.6,67.9,Mangoes_Alphonso
2.6,3.3,2.1,0.5,1.5,0.7,7.1,748.6,24.9,67.9,Mangoes_Alphonso
3.1,3.1,2.4,0.4,1.3,0.4,6.6,773.5,27.8,69.6,Mangoes_Alphonso
3.1,3.1,1.9,0.5,1.2,0.5,6.9,750.1,25.6,69.9,Mangoes_Alphonso
2.9,3.1,1.7,0.5,1.5,0.7,6.5,603.0,24.4,65.7,Mangoes_Alphonso
3.1,2.9,2.3,0.5,1.0,0.6,7.1,784.6,24.7,78.6,Mangoes_Alphonso
2.9,2.6,1.5,0.5,1.4,0.7,6.4,796.2,24.2,73.0,Mangoes_Alphonso
2.6,3.2,1.9,0.6,1.3,0.5,6.8,683.4,29.1,75.0,Mangoes_Alphonso
3.1,2.6,2.0,0.3,1.4,0.8,6.7,725.6,24.9,76.2,Mangoes_Alphonso
2.8,3.2,1.9,0.3,1.3,0.5,6.4,732.3,25.4,69.0,Mangoes_Alphonso
3.2,3.2,2.1,0.6,1.5,0.7,7.0,741.9,26.1,79.8,Mangoes_Alphonso
3.2,2.5,2.2,0.4,1.3,0.4,6.2,670.5,29.4,75.9,Mangoes_Alphonso
2.7,2.8,2.4,0.5,1.3,0.5,6.3,705.9,26.8,67.1,Mangoes_Alphonso
2.7,3.1,2.4,0.3,1.3,0.8,6.9,818.8,29.6,71.8,Mangoes_Alphonso
2.8,2.6,2.4,0.2,1.4,0.4,6.3,742.9,25.8,70.2,Mangoes_Alphonso
2.7,3.2,2.4,0.6,1.2,0.4,6.4,619.6,29.9,71.7,Mangoes_Alphonso
2.5,2.6,1.6,0.4,1.4,0.7,6.3,625.3,26.3,79.7,Mangoes_Alphonso
2.7,3.3,1.8,0.5,1.3,0.7,6.4,717.8,26.2,68.2,Mangoes_Alphonso
3.0,3.0,1.9,0.3,1.0,0.3,7.1,684.1,23.2,77.2,Mangoes_Alphonso
3.2,2.8,2.2,0.5,1.0,0.6,6.4,729.4,26.7,75.1,Mangoes_Alphonso
3.1,3.3,1.7,0.3,1.4,0.8,7.2,819.0,26.5,72.3,Mangoes_Alphonso
2.6,3.3,1.7,0.4,1.4,0.3,6.4,680.9,28.6,79.7,Mangoes_Alphonso
2.9,3.4,1.7,0.3,1.3,0.6,6.3,722.4,29.5,73.4,Mangoes_Alphonso
2.8,2.7,2.0,0.6,1.6,0.4,6.8,671.6,29.7,70.7,Mangoes_Alphonso
2.7,2.9,2.2,0.6,1.5,0.6,7.2,755.5,23.8,77.5,Mangoes_Alphonso
3.1,3.5,2.0,0.6,1.1,0.7,6.7,609.5,24.2,74.8,Mangoes_Alphonso
3.1,2.9,2.1,0.3,1.0,0.7,7.1,688.0,25.6,76.0,Mangoes_Alphonso
2.6,2.5,1.9,0.3,1.2,0.8,6.3,628.4,25.9,65.5,Mangoes_Alphonso
2.6,3.1,2.0,0.4,1.2,0.7,6.3,652.4,25.1,65.1,Mangoes_Alphonso
3.2,2.8,1.6,0.3,1.4,0.7,7.0,843.4,26.2,72.7,Mangoes_Alphonso
2.7,2.6,1.8,0.5,1.2,0.5,7.1,784.7,27.6,76.0,Mangoes_Alphonso
2.7,3.5,2.2,0.3,1.2,0.7,6.6,668.3,29.9,65.9,Mangoes_Alphonso
2.9,3.4,1.6,0.4,1.1,0.8,7.0,692.9,25.6,68.9,Mangoes_Alphonso
3.0,2.9,2.0,0.2,1.2,0.4,6.6,811.3,27.6,66.4,Mangoes_Alphonso
3.0,2.6,2.0,0.3,1.5,0.3,6.7,777.5,27.0,71.0,Mangoes_Alphonso
2.6,3.4,1.6,0.5,1.3,0.7,6.9,791.4,27.6,73.5,Mangoes_Alphonso
2.9,3.2,1.8,0.6,1.4,0.6,6.9,803.4,23.4,77.1,Mangoes_Alphonso
2.8,3.0,1.7,0.3,1.3,0.6,6.5,747.2,26.4,75.5,Mangoes_Alphonso
2.8,3.1,2.1,0.2,1.4,0.7,6.7,799.4,25.7,65.6,Mangoes_Alphonso
3.0,3.4,1.7,0.6,1.5,0.7,6.4,630.5,29.7,68.0,Mangoes_Alphonso
2.7,2.9,2.4,0.2,1.6,0.6,6.7,666.9,23.9,67.9,Mangoes_Alphonso
2.6,2.6,1.9,0.2,1.2,0.3,6.5,817.5,24.4,66.5,Mangoes_Alphonso
3.2,3.0,2.2,0.5,1.2,0.6,6.7,631.8,24.9,67.7,Mangoes_Alphonso
3.1,2.9,2.0,0.3,1.6,0.4,6.2,754.9,27.7,71.7,Mangoes_Alphonso
3.0,3.2,1.8,0.4,1.2,0.4,6.8,629.3,25.6,73.1,Mangoes_Alphonso
2.6,2.9,1.6,0.2,1.4,0.5,7.0,789.2,27.8,71.5,Mangoes_Alphonso
3.2,2.9,1.7,0.6,1.3,0.3,6.4,615.6,28.1,77.7,Mangoes_Banganapalli
2.5,3.0,2.5,0.4,1.3,0.7,6.8,848.4,23.4,67.4,Mangoes_Banganapalli
2.7,3.0,2.4,0.4,1.1,0.7,6.4,686.3,25.7,78.6,Mangoes_Banganapalli
3.0,3.5,2.5,0.3,1.4,0.7,6.5,667.5,29.6,69.4,Mangoes_Banganapalli
2.7,2.6,2.4,0.5,1.3,0.3,7.0,652.5,23.5,72.5,Mangoes_Banganapalli
2.6,3.1,2.5,0.6,1.3,0.7,6.3,680.8,25.6,79.4,Mangoes_Banganapalli
3.1,3.1,1.7,0.5,1.5,0.5,6.9,780.3,24.1,77.1,Mangoes_Banganapalli
2.7,3.3,1.8,0.5,1.0,0.5,6.2,766.8,27.2,65.7,Mangoes_Banganapalli
